,uniqueID,duration,date,drugName,review,rating,upvotes,drug,page
445,C c,,"April 17, 2021",Victoza (liraglutide),I have been on Victoza for a month. I have to lose a lot of weight so I can have hip replacement surgery. 20 pounds gone. I wish I could stay on this forever. It REALLY works on curbing my appetite.,10.0,93,liraglutide,2
446,Dee,Taken for less than 1 month,"May 31, 2020",Saxenda (liraglutide),I am on my 5th day of taking Saxenda and I have literally no side effects except for my taste buds are not what they were . My start weight was 237lb and now I’m weighing in at 232.5 if I eat I get full quick but I’m hardly hungry. I’m excited to see what’s in store!,9.0,120,liraglutide,2
447,Virch...,,"March 17, 2021",Saxenda (liraglutide),"I have battled obesity/binge eating since age 11. Add to that depression, low self-esteem and now COVID-19 lifestyle with 4 kids at home and working from home. I topped out at 263 lbs last year. Oh yeah I left off that I have insulin resistance and PCOS. I started Saxenda right before Christmas 2020 and the nausea was pretty intense to start at 0.6mg but thankfully no vomiting. Taking injections at night worked well for me. Fatigue was an issue in the beginning and I honestly can say that once I truly modified my intake, my cravings faded. I do my best to stop at 1800 calories a day. I started at 3000 steps a day and now up to 7500+ steps daily. After 3 months I am down 38lbs weighing in at 225lbs. I must admit that the injections don't do the work alone. Some days are really tough but I have learned to stop eating at the point of satisfaction. I am excited about the next 3 months. Remember to drink your water and rest - it matters...best wishes everyone!",10.0,95,liraglutide,2
448,Dar,Taken for less than 1 month,"August 27, 2020",Saxenda (liraglutide),I just started taken this medication on 8/25/20. I take it at night around 9pm. I have to say I'm not hungry like I used to be. I feel full eating very little. I do have some stomach cramps but other than that I feel great.. I have already lost 5.4 pounds.. I will update within a couple of weeks,10.0,111,liraglutide,3
449,Carrie,,"July 24, 2019",Saxenda (liraglutide),"I'm 58, 5'2",10.0,136,liraglutide,3
450,Anonymous,Taken for 1 to 6 months,"February 12, 2020",Saxenda (liraglutide),"I’ve been on Saxenda since 3rd January. I’ve lost 9.5 kilos thus far! It hasn’t been easy, but so worth it. My advice is take it before bed for less side effects, always have pain relievers for the headaches and nausea tablets for the nausea. As it cost money I’ve made a massive effort to eat super healthy, sometime having to force myself as I just didn’t feel like eating. I’ve also logged in MyFitnessPal every single day. So I’m definitely putting in the effort to get the best results from the medication.",9.0,121,liraglutide,3
451,Niks,Taken for less than 1 month,"November 2, 2019",Saxenda (liraglutide),"Started Saxenda October 13. I’m still at the 1.2 dose. I’ve lost 11lbs to date. I like the lack of cravings. I don’t remember a time when I wasn’t craving food. It’s so nice to have food sit in front of me and I just don’t want it. I’m eating healthier. No bread, less pasta and rice and salads are amazing. I have no sugar cravings. Halloween was a true test. All those little chocolate bars and I did not eat one. Not one. I was so impressed and proud of myself. I get a little nauseous and the constipation is a pain in the butt. Lol, but that’s it. I’m not raising my dose because 1 = the cost, and 2 = I’m loosing weight at this level. I want to do the weight loss slow and steady. Better chance of success. I have a very long way to go. 11 lbs down and 140 lbs to go.",9.0,126,liraglutide,3
452,Monty...,Taken for 1 to 6 months,"June 16, 2021",Saxenda (liraglutide),I have taken Saxenda for a month and lost 10kg so I am really happy. I have felt nauseous a lot of the time but not so bad that I can’t continue. I’ve had some dizziness but the benefit of losing weight out weighs the side effects.,10.0,80,liraglutide,3
453,LLano,Taken for less than 1 month,"November 17, 2019",Victoza (liraglutide),"Just started victoza 3 days ago. Down 9 lbs already , mostly fluid I'm sure but it's a great feeling. I have started keeping track of my calorie intake and today it was below 1000. Amazing because I was always hungry before. Only side effect so far is a mild headache, and if I eat too much (last night, was steak with sweet potato and squash) some slight cramps but pretty sure it's because I ate too much. I should have stopped about 5 bites before I did. I take the injection at night before bed. 0.6 for now. Don't even feel it. I'll report again in a few weeks and see how things are going. I would recommend if you are like me and can't control your appetite. So far so good.",8.0,122,liraglutide,3
454,Philly,Taken for 1 to 6 months,"March 2, 2020",Victoza (liraglutide),"I’ve been on Victoza for exactly one month, the first week I was on the 0.6 dose since then I’ve been on 1.2mg dose. I’ve lost 10 POUNDS. It curbs my appetite so I am skipping lunch, because I’m not hungry. The tiny needle took getting use to. I’ll go for blood work next week and see how my levels are...Haven’t had a lot of side affects so that’s a plus!",10.0,114,liraglutide,3
455,Lvmore,Taken for 1 to 6 months,"January 1, 2020",Saxenda (liraglutide),"I have been on saxenda for almost 5 weeks with absolutely no weight loss. I stayed true to the instructions to increase 0.6 each week and am currently on 3mg. I have a few of the side effects, dehydrated, stomach cramps, but otherwise it has not altered my appetite at all. I can eat what I feel like when I feel like it. I physically have to stop myself. Guess I am a non responder which is disappointing and posting on here to let people know it does not always work so have a back up plan as all I have lost now is time. Might continue for one more Rx and then discontinue if no significant results soon.",1.0,118,liraglutide,3
456,Iris,,"September 18, 2019",Saxenda (liraglutide),I started using it a week ago. Dose: 0.6 Starting weight: 183 lb ( 83.3 kg) Current weight: 176 lb ( 80 kg) No side effects for me. It dramatically reduced my appetite & cravings. No special diet. No workouts. I’m happy with the results. I’ll post an update every other week.,10.0,125,liraglutide,3
457,DJano,Taken for less than 1 month,"March 1, 2021",Saxenda (liraglutide),I started Saxenda 2/24/21 and so far on 3/1/21 I have lost 6.2 pounds. The only side effects that I have had is headaches and fatigue. It’s not horrible for me and I’m able to continue. I’m still on the 0.6 dosage and look forward to losing an additional 29 pounds. Good luck to everyone ❤️,10.0,86,liraglutide,3
458,pound...,Taken for 1 to 6 months,"January 12, 2020",Saxenda (liraglutide),Saxenda has worked great for me. I'm down 20 lbs since Nov 13th. My only concern is now I am experiencing plateauing. Have been stuck at 253-255 for almost 2 weeks. Am on the full dose of 3 mg. and exercise daily. Any suggestions?,10.0,114,liraglutide,3
459,Yessss,Taken for 2 to 5 years,"May 13, 2019",Saxenda (liraglutide),I have been using Saxenda for 2 years now thanks to my health insurance paying for it and I have lost weight of 152 pounds and counting. Yes I was 330 pounds when I started in November 2017. I lose about 8-12 pounds a month.,10.0,129,liraglutide,3
460,Short...,Taken for 1 to 6 months,"June 1, 2020",Saxenda (liraglutide),"I can't go above 1.2 dose or I vomit all night and nothing helped, when I first felt nauseous on 1.8 dose I tried, Alka, Pepto, Dramanine, Ginger, anti nausea bracelet for 2 weeks and Nothing worked. But, at 5'5",10.0,103,liraglutide,3
461,Hells...,Taken for 1 to 6 months,"March 9, 2020",Saxenda (liraglutide),"Started Saxenda at the end of January and at March 9 I'm at 189. Mild stomach troubles... no vomiting but a lil nausea. I'm constipating a bit but besides that, its really not so bad. Saxenda really cuts my appetite and I eat because I have to. I want to take the med for 6 months at least and really glad my insurances covers it. I would recommend Saxenda without hesitation.",9.0,106,liraglutide,3
462,Miche...,Taken for less than 1 month,"March 27, 2019",Saxenda (liraglutide),"This is a dream come true.. honest..I started Saxenda 3 days ago, the first day appetite was normal, yesterday I had zero appetite, none.. I had to force myself to eat 216 calories for breakfast and couldn't eat a thing the rest of the day or night( I usually eat 4x a normal person and ALL DAY LONG). Today same thing only I only could eat 180 cals then had energy to work out for 2 hours straight and tread mill (its been a long time since I've used my home gym) I haven't eaten again today and since I burned 160 cals doing that I technically ate 20 cals today!!! I'm usually a 3000 - 5000 cal a day person. Plus I drink wine every day and Saxenda it took away that craving as well. I'm down 5 lbs in 3 days, this is crazy awesome, zero side effects also. I'm praying it lasts. I'm on 0.6 for the dose and not going to increase at all unless I start getting hungry. This is better than the best xmas morning I've ever had.. lol ps I'm 5'3",,127,liraglutide,3
